district,rooftopsNearby,closestRooftop,featuresCount,area,CurrentValue 2013,CurrentValue 2014,CurrentValue 2015,CurrentValue 2016,CurrentValue 2017,ndvi 2013,greeniness 2013,dmap 2013,ndvi 2014,greeniness 2014,dmap 2014,ndvi 2015,greeniness 2015,dmap 2015,ndvi 2017,greeniness 2017,dmap 2017,ndvi 2016,greeniness 2016,dmap 2016,date,year,e-year
中山區B0260b,2,212.9513535510321,8,1878.5062463057543,5803501,6519951,6970392,6878151,6738879,0.2425939291715622,0.2024955104135084,0.20556475222110748,0.24926650524139404,0.19263241364834294,0.20776407420635223,0.4288826286792755,0.127364321197845,0.3098630905151367,0.1844555288553238,0.19486671175688597,0.12869137525558472,0.30666908621788025,0.1611155164773655,0.21927723288536072,100.6.8,100,2011
中山區B0508,1,214.0000657361204,1,797.4896952589849,517692,583658,622431,611223,599573,0.19785432517528534,0.17566061058376287,0.115936279296875,0.20011427998542786,0.17261002402220305,0.11702544242143631,0.2315017431974411,0.25460503300137605,0.23353779315948486,0.1933274269104004,0.09563402290272174,0.13223639130592346,0.21241459250450134,0.17511952795204888,0.18288709223270416,100.6.23,100,2011
中山區B0512,3,64.90464826889406,14,1450.320927754907,5093185,5747020,6157540,6058755,5949495,0.28844836354255676,0.12536324836159246,0.2705366611480713,0.2905380427837372,0.12276045432283042,0.2867085039615631,0.45402196049690247,0.2279193973458964,0.4068358242511749,0.14406558871269226,0.18331273176761434,0.13935443758964539,0.29904377460479736,0.20561606455675535,0.27309513092041016,100.6.8,100,2011
中山區B0513,2,180.26934122114918,7,1905.0304017203814,2327732,2566781,3026119,2974490,2904490,0.2577325701713562,0.1279660424003545,0.1327168345451355,0.2609277665615082,0.12657368752478018,0.13575343787670135,0.2929356098175049,0.24280150197075354,0.18958649039268494,0.24033397436141968,0.20644401427338666,0.1372227519750595,0.2666347920894623,0.2246227581220701,0.16340461373329163,100.6.8,100,2011
中山區B0569,0,329.1814060415456,3,2540.349717170672,838000,913000,978000,957000,941000,0.276106059551239,0.4843319262075238,0.26643189787864685,0.2853347957134247,0.47033374536464767,0.2732933759689331,0.23317396640777588,0.3816918161251953,0.24610397219657898,0.16688434779644012,0.2170207803717611,0.2012244313955307,0.2000291645526886,0.2993562982484782,0.22366419434547424,101.2.23,101,2012
中山區B0630,5,71.97533219076273,26,2445.147683099448,6889178,7840741,8334424,8134985,7996424,0.11772745102643967,0.18099913706649254,0.09096018970012665,0.12013200670480728,0.1790050609884087,0.08692305535078049,0.1767357736825943,0.33291974718380485,0.15872612595558167,0.1205354854464531,0.1852881498239149,0.06589080393314362,0.1486356258392334,0.25910394850385987,0.11230846494436264,101.9.5,101,2012
中山區B0643,5,57.4789748919765,17,2717.3353613510003,7847118,8748402,9327771,9131226,8996310,0.23232968151569366,0.19878023182592067,0.18177343904972076,0.23519836366176605,0.19723394827063462,0.18314947187900543,0.39142897725105286,0.25647316743242293,0.2845698297023773,0.2538890242576599,0.1694055087809315,0.2016768902540207,0.3226590156555176,0.2129393381066772,0.2431233525276184,101.10.25,101,2012
中山區B0644,2,177.4512747914909,18,3100.801396009157,6020300,6817243,7293397,7164123,7045090,0.17272897064685822,0.17634396063157404,0.14419151842594147,0.17801618576049805,0.17532943069711035,0.1468362957239151,0.2834480106830597,0.24525503183524966,0.21792103350162506,0.1810644418001175,0.12533526132891762,0.1558970957994461,0.2322562336921692,0.18529514658208363,0.18690906465053558,101.10.25,101,2012
中山區B0675,4,195.592049371782,15,2232.644856243245,8938376,10236847,11000082,10821586,10934353,0.21825920045375824,0.2792476152715908,0.19645030796527863,0.22175292670726776,0.27647223453133385,0.1977703720331192,0.4411316215991974,0.16554563052452365,0.35248035192489624,0.19262774288654327,0.23735802411549317,0.16972503066062927,0.3168796896934509,0.2014518273200084,0.26110267639160156,102.1.11,102,2013
中山區B0676,1,152.75302858628814,19,2863.2148995775915,5505070,6079761,6515351,6376487,6269761,0.15407794713974,0.5173356344893533,0.08198801428079605,0.16015812754631042,0.5009212398255475,0.08942089974880219,0.17599178850650787,0.42170394383935444,0.15853720903396606,0.1341138631105423,0.25742472654336823,0.09069197624921799,0.15505282580852509,0.3395643351913613,0.12461459636688232,102.1.17,102,2013
