idx,sec,addr,Address,lat,lng
270,大安區,安和路二段80號,大安區安和路二段80號,25.03094,121.55233
271,文山區,興隆路四段58巷16弄2號,文山區興隆路四段58巷16弄2號,24.98566,121.5607
272,大安區,大安路一段84巷2號,大安區大安路一段84巷2號,25.04089,121.54597
273,北投區,石牌路一段71巷9弄7號,北投區石牌路一段71巷9弄7號,25.11391,121.51065
274,南港區,重陽路10號,南港區重陽路10號,25.0554,121.5961
275,大安區,辛亥路一段34巷8號,大安區辛亥路一段34巷8號,25.01961,121.53015
276,信義區,信義路五段150巷342弄46號,信義區信義路五段150巷342弄46號,25.02592,121.57111
277,北投區,致遠二路21號,北投區致遠二路21號,39.78373,-100.445882
278,中山區,新生北路一段106號,中山區新生北路一段106號,25.04931,121.52818
279,大安區,市民大道四段18號,大安區市民大道四段18號,25.0443,121.55247
280,中山區,建國北路二段260號,中山區建國北路二段260號,25.06195,121.53661
281,文山區,萬寧街24號,文山區萬寧街24號,25.00313,121.56445
282,士林區,文昌路249之1號,士林區文昌路249之1號,25.10064,121.5205
283,士林區,小北街22巷12號,士林區小北街22巷12號,25.09115,121.52506
284,士林區,小北街22巷14號,士林區小北街22巷14號,25.09119,121.5251
285,士林區,文林路287號,士林區文林路287號,25.0884,121.52637
286,士林區,中山北路七段141巷8之2號,士林區中山北路七段141巷8之2號,25.12324,121.53115
287,北投區,吉利街369巷28號,北投區吉利街369巷28號,25.1184,121.51213
288,中山區,民族東路410巷2弄16號,中山區民族東路410巷2弄16號,25.06674,121.53919
289,萬華區,梧州街60巷5號,萬華區梧州街60巷5號,25.03586,121.49717
290,大安區,東豐街36號,大安區東豐街36號,25.03604,121.54609
291,南港區,興華路76巷3號,南港區興華路76巷3號,25.05575,121.60547
292,信義區,和平東路三段509巷17號,信義區和平東路三段509巷17號,25.01738,121.56073
293,內湖區,成功路二段12號,內湖區成功路二段12號,25.07494,121.59012
294,大安區,和平東路一段183巷11弄3之4號,大安區和平東路一段183巷11弄3之4號,25.02745,121.53342
295,士林區,大南路87號,士林區大南路87號,25.08887,121.52165
296,大安區,通化街90號,大安區通化街90號,25.02989,121.55404
