district,rooftopsNearby,closestRooftop,featuresCount,area,CurrentValue 2014,CurrentValue 2015,CurrentValue 2016,CurrentValue 2017,CurrentValue 2018
大安區B0667,6,148.2079927534868,26,2166.5792018346474,0,0,0,6942000,6708000
大安區B0672,1,62.20931257099882,4,690.5805079379538,0,0,0,1688000,1656000
大安區B0673,1,185.9262350804328,7,1273.8382541895098,0,0,0,2997900,2929608
大安區B0674,3,117.03705126082586,2,1604.3689708229074,0,0,0,1922410,1888598
大安區B0692,3,146.6270178582784,9,1527.5753836178617,0,0,0,4986000,4941000
大安區B0695,0,469.4573449396169,11,577.2435205908226,0,0,0,526000,518000
大安區B0700,1,97.66329908385728,21,4122.476515356978,0,0,0,11718000,11361000
大安區B0701,0,408.57509686352813,11,2853.5631472336217,0,0,0,4455000,4356000
大安區B0702,1,232.64456994237727,12,3818.4861735843238,0,0,0,6379363,6288469
大安區B0708,1,200.87720760533063,17,2837.8038154428627,0,0,0,7161326,6998405
大安區B0723,2,113.14943527553528,20,3182.4973718392876,0,0,0,10444988,10159846
大安區B0729,0,597.2944244371286,14,2400.335526064529,0,0,0,5846768,5669955
大安區B0733,0,344.00621668351914,4,683.5610963462991,0,0,0,1912000,1856000
大安區B0745,3,135.86001181602347,7,868.0021182529582,0,0,0,3307301,3244753
大安區B0753,1,133.42621082681788,6,2081.583256481637,0,0,0,3348000,3246000
大安區B0760,1,283.55174282122186,7,3979.810918825649,0,0,0,2667000,2625000
大安區B0766,0,412.96737737091337,10,1909.2805085800733,0,0,0,5027782,4942488
大安區B0769,0,461.17161802964415,31,2310.029017699703,0,0,0,16146430,15670338
大安區B0778,1,244.45630213172316,16,1331.5619829453865,0,0,0,6208000,6128000
大安區B0787,0,475.2515152239202,3,679.3267888573944,0,0,0,1155000,1119000
大安區B0790,1,293.3760460872631,26,2494.360290335327,0,0,0,7281034,7072102
大安區B0796,4,221.6566296525357,1,1102.4369033518826,0,0,0,906292,886411
大安區B0797,3,137.60185522640623,11,2052.1111604897333,0,0,0,5473798,5297798
大安區B0819,6,125.77473352269793,8,1070.2943680361225,0,0,0,2136000,2064000
大安區B0825,1,50.76959591756918,11,1801.3367494523654,0,0,0,4954586,4899586
大安區B0826,2,166.29859563889596,23,645.5430878046673,0,0,0,7498000,7268000
大安區B0828,1,152.84826597433238,25,2488.688685409671,0,0,0,10286580,10075676
大安區B0845,2,187.9680587978481,16,1935.2260228471368,0,0,0,12942968,12774387
大安區B0858,3,253.1527468959287,4,1161.4479135712386,0,0,0,3556504,3491100
大安區B0864,5,33.646062540300186,4,2252.259839360353,0,0,0,2082124,2036291
大安區B0880,0,529.2718907740084,18,2613.2627605408484,0,0,0,11318250,11170595
大安區B0886,2,196.03029375666716,19,4860.326053354402,0,0,0,9139469,8888955
大安區B0922,2,76.36839349792184,22,2080.0453444940467,0,0,0,8118000,7876000
大安區B0923,1,116.31956417103243,1,1203.4073143988455,0,0,0,663371,655371
大安區B0936,4,120.09952645474787,1,3686.578118726089,0,0,0,713508,691388
大安區B0941,1,247.49265779398152,1,4628.426171119336,0,0,0,930728,904147
大安區B0944,1,247.49265779398152,1,4628.426171119336,0,0,0,930728,904147
大安區B0948,1,73.72411669853746,8,677.9916838274013,0,0,0,5860000,5744000
大安區B0961,1,181.86679588000598,25,2946.877484376275,0,0,0,10600000,10275000
大安區B0969,2,71.43098714770207,9,1222.6420656532755,0,0,0,3564000,3456000
大安區B0986,3,131.47716661963798,3,1634.6444413699287,0,0,0,2339747,2294320
大安區B0996,3,52.154760650784254,16,3213.1673636373357,0,0,0,8224000,7968000
大安區B1001,5,20.4684410241423,15,2251.1509368451407,0,0,0,4241096,4098941
大安區B1010,0,446.54591403746247,7,2205.995368478293,0,0,0,3067454,2984636
大安區B1012,2,157.5996742006178,6,2584.818106272366,0,0,0,4305536,4339710
大安區B1014,0,538.5806186927813,5,3046.4716770162804,0,0,0,3339450,3307017
大安區B1016,0,434.9253939210112,19,3217.567439083028,0,0,0,7068000,6859000
大安區B1017,1,174.3207756901334,3,1196.5860163807954,0,0,0,1968418,1926070
大安區B1018,0,425.3979307352007,3,1241.1983255634586,0,0,0,1203000,1182000
大安區B1019,3,117.03705126082586,2,1604.3689708229074,0,0,0,1922410,1888598
大安區B1027,3,253.1527468959287,4,1161.4479135712386,0,0,0,3556504,3491100
大安區B1032,0,594.9849051214977,20,2965.079232185884,0,0,0,15328814,15130439
大安區B1039,4,136.97854138292348,27,1955.9110849882316,0,0,0,11687655,11313864
大安區B1053,0,582.8651713231056,32,2027.4604914561032,0,0,0,17182801,16877487
大安區B1058,1,245.64381264427715,34,3937.1042561437957,0,0,0,16773009,16278737
大安區B1059,1,167.88402572745818,31,2541.9847880182683,0,0,0,19119140,18658703
大安區B1066,4,129.78697192000206,6,725.2107900983926,0,0,0,3149638,3050513
大安區B1072,4,49.01757850238005,15,1308.5493967313425,0,0,0,6172707,6090809
大安區B1079,5,70.03750535037015,1,2182.2533837785213,0,0,0,279276,269718
大安區B1083,4,221.6566296525357,1,1102.4369033518826,0,0,0,906292,886411
大安區B1096,2,76.36839349792184,22,2080.0453444940467,0,0,0,8118000,7876000
大安區B1099,5,50.042110405640926,4,2095.4331987744144,0,0,0,1169738,1130655
大安區B1102,2,143.20378453433364,9,4427.221467842821,0,0,0,3756464,3642965
松山區B0556,3,125.64068097095564,11,1919.3438777037527,0,0,0,6348838,6194707
松山區B0557,1,208.5807106915847,1,928.2704930994786,0,0,0,400000,387000
松山區B0641,0,346.49641028781235,17,2101.5201318519635,0,0,0,6073641,5920380
松山區B0646,1,202.22611854079724,17,2219.7311254741053,0,0,0,6297844,6153116
松山區B0647,1,299.988562003002,10,3758.9806114445564,0,0,0,7775541,7589337
松山區B0659,3,19.902185995239577,50,3762.9319825107427,0,0,0,14000000,13600000
松山區B0716,1,282.74258669421937,16,4729.556980237676,0,0,0,4884089,4759367
松山區B0722,2,97.61920885359015,23,2405.199237255225,0,0,0,8303000,8096000
松山區B0736,1,57.194924974422186,26,5041.759772926261,0,0,0,9236119,9014369
松山區B0744,3,171.23372643748482,9,770.7234174764723,0,0,0,7344066,7168350
松山區B0784,1,235.90508162759014,1,4823.994732570568,0,0,0,249000,243000
松山區B0794,2,219.7183402752194,25,3726.934842858527,0,0,0,9100000,8875000
松山區B0798,4,54.15388614637075,35,3005.916449052135,0,0,0,16453073,16064747
松山區B0811,1,63.82310765719832,26,4070.027621909747,0,0,0,9178000,8970000
松山區B0822,2,116.45459505374504,6,1528.909691818649,0,0,0,4154660,4054831
松山區B0833,3,216.05006073899216,1,2005.780826487213,0,0,0,359258,350387
松山區B0835,3,194.5834585288352,4,1194.9109680206586,0,0,0,1108000,1080000
松山區B0854,1,106.25629946838228,14,3139.358576339881,0,0,0,4942000,4830000
松山區B0859,3,128.0585203353604,9,1697.4791578679965,0,0,0,5610838,5474707
松山區B0873,3,73.30555100771934,10,3192.079978086192,0,0,0,2726568,2655240
松山區B0874,1,234.50576836590525,10,2028.8062632937201,0,0,0,4962095,4853192
松山區B0892,1,191.34102543883546,1,1349.7014543779649,0,0,0,418000,408000
松山區B0895,3,135.39636225292213,22,1839.7648757604475,0,0,0,9604349,9376678
松山區B0899,1,157.12348247316018,1,10125.495320533446,0,0,0,249000,243000
松山區B0902,2,196.33932447187766,9,2910.918356946663,0,0,0,3015000,2943000
松山區B0915,2,121.5180996481095,17,1577.3695826132384,0,0,0,5605455,5463717
松山區B0916,0,385.68166481187126,27,2378.6075805396044,0,0,0,8791912,8564282
松山區B0926,1,189.10677243403188,16,1918.6592477819052,0,0,0,5339077,5210074
松山區B0937,3,104.82047990042156,18,1037.367986388684,0,0,0,8100004,7908589
松山區B0940,2,54.92130575669318,1,4169.847581185711,0,0,0,543000,530000
松山區B0943,3,147.96639196078448,6,5617.482852489768,0,0,0,2341102,2283755
松山區B0954,1,215.24356298021823,8,15190.678509709092,0,0,0,6211196,6067932
松山區B0966,1,292.9856937885105,2,1143.523660028834,0,0,0,1064155,1041556
松山區B0987,2,14.627902862574725,1,1352.3819226240978,0,0,0,679447,663111
松山區B1003,1,237.93913454756915,23,4480.784657926368,0,0,0,16751298,16344121
松山區B1009,0,346.49641028781235,17,2101.5201318519635,0,0,0,6073641,5920380
