district,rooftopsNearby,closestRooftop,featuresCount,area,CurrentValue 2014,CurrentValue 2015,CurrentValue 2016,CurrentValue 2017,CurrentValue 2018,ndvi 2013,greeniness 2013,dmap 2013,ndvi 2014,greeniness 2014,dmap 2014,ndvi 2015,greeniness 2015,dmap 2015,ndvi 2017,greeniness 2017,dmap 2017,ndvi 2016,greeniness 2016,dmap 2016,date,year,e-year
大安區B1016,0,434.9253939210112,19,3217.567439083028,0,0,0,7068000,6859000,0.23719243705272675,0.3263544557688271,0.22231966257095334,0.2420855015516281,0.32134477692002705,0.23526133596897125,0.18465377390384674,0.5458380950159759,0.17757073044776914,0.2907852828502655,0.3373696853791077,0.18292324244976044,0.2377195358276367,0.44160389019754176,0.1802469789981842,105.1.25,105,2016
大安區B1017,1,174.3207756901334,3,1196.5860163807954,0,0,0,1968418,1926070,0.21506868302822116,0.4803041257550668,0.1553187072277069,0.2179793417453766,0.4753993982787975,0.1563495546579361,0.21009398996829987,0.27795787951582435,0.1586095094680786,0.2027217447757721,0.1779765375376076,0.20069734752178192,0.20640787482261655,0.227967208526716,0.17965343594551084,105.2.2,105,2016
大安區B1018,0,425.3979307352007,3,1241.1983255634586,0,0,0,1203000,1182000,0.1002378910779953,0.24062317792756024,0.09706135839223863,0.10416307300329207,0.2372903887865289,0.0979919284582138,0.2795601487159729,0.26595843925647783,0.21484245359897614,0.19166919589042666,0.2387083984420552,0.14961400628089905,0.23561467230319974,0.2523334188492665,0.1822282373905182,105.3.31,105,2016
大安區B1019,3,117.03705126082586,2,1604.3689708229074,0,0,0,1922410,1888598,0.1945984959602356,0.33537094479557805,0.22741329669952395,0.1960841417312622,0.3301023858945355,0.2280640006065369,0.3528628349304199,0.208449751615085,0.2710520923137665,0.22339016199111936,0.20088392378198103,0.14556989073753354,0.28812649846076965,0.20466683769853303,0.20831099152565,105.4.1,105,2016
大安區B1027,3,253.1527468959287,4,1161.4479135712386,0,0,0,3556504,3491100,0.12316393107175827,0.44259626373113786,0.1871562898159027,0.12596730887889862,0.4404296009515592,0.18816615641117096,0.3605476021766663,0.3163420948293957,0.2980362474918365,0.37761038541793823,0.14039694941343844,0.20011894404888156,0.3690789937973023,0.2283695221214171,0.24907758831977844,105.7.6,105,2016
大安區B1032,0,594.9849051214977,20,2965.079232185884,0,0,0,15328814,15130439,0.357184499502182,0.4384145345989691,0.30381321907043457,0.3601791262626648,0.4355481960025188,0.3061151802539825,0.2015066295862198,0.4370758215360217,0.3158266544342041,0.13592834770679474,0.3362688620938965,0.2160995453596115,0.16871748864650726,0.3866723418149591,0.2659631073474884,105.8.10,105,2016
大安區B1039,4,136.97854138292348,27,1955.911084988232,0,0,0,11687655,11313864,0.3657951951026917,0.3181939034913823,0.3291531503200531,0.3683070242404938,0.31193646943582803,0.3301980197429657,0.3605709373950958,0.3436387806982765,0.36736711859703053,0.2881917953491211,0.4626186533572778,0.23655806481838226,0.3243813514709473,0.4031287170277771,0.30196258425712585,105.9.1,105,2016
大安區B1053,0,582.8651713231056,32,2027.4604914561032,0,0,0,17182801,16877487,0.3355411887168884,0.4155421321454393,0.2830981612205505,0.3382093012332916,0.4119667887212258,0.28408703207969666,0.17649789154529572,0.3326608671315624,0.2831471562385559,0.1310003101825714,0.3192504139748583,0.19445157051086426,0.15374910831451416,0.3259556405532104,0.2387993633747101,105.12.20,105,2016
大安區B1058,1,245.64381264427715,34,3937.1042561437957,0,0,0,16773009,16278737,0.21122746169567108,0.4105044662639644,0.11711639910936356,0.2163677513599396,0.4094502880332113,0.11766214668750764,0.15604403614997864,0.33098397742379365,0.12812696397304535,0.1991347372531891,0.2965156144319799,0.13044989109039307,0.17758938670158386,0.3137497959278868,0.1292884349822998,106.2.9,106,2017
大安區B1059,1,167.88402572745818,31,2541.9847880182683,0,0,0,19119140,18658703,0.11558644473552705,0.4859598386081116,0.14986123144626615,0.12659701704978946,0.4576836065956107,0.1550784856081009,0.1907479465007782,0.24809571565174804,0.2070457339286804,0.182603731751442,0.18971942999743446,0.2000536471605301,0.18667584657669067,0.21890757282459128,0.20354968309402466,106.2.9,106,2017
大安區B1066,4,129.78697192000206,6,725.2107900983926,0,0,0,3149638,3050513,0.2768780589103699,0.3068871422907386,0.21062107384204865,0.2797887027263641,0.3020733726706626,0.21109218895435333,0.20759381353855133,0.3885509713832591,0.19705669581890106,0.44026634097099293,0.3159596053828393,0.22659000754356384,0.3239300847053528,0.3522552883830492,0.21182334423065186,106.4.25,106,2017
大安區B1072,4,49.01757850238005,15,1308.5493967313425,0,0,0,6172707,6090809,0.1692982316017151,0.4950229726893207,0.13389462232589722,0.17213425040245056,0.492730368262705,0.1352216750383377,0.37016114592552185,0.2542971756419525,0.3475289642810821,0.3474263548851013,0.2616134524337057,0.2549642026424408,0.3587937355041504,0.2579553140378291,0.3012465834617615,106.6.20,106,2017
